Doubledaya bucculenta	Wickerhamomyces	Ascomycota
Drosophila hydei	Spiroplasma	Mycoplasmatota
Drosophila melanogaster	Acetobacter	Pseudomonadota
Drosophila melanogaster	Erwinia	Pseudomonadota
Drosophila melanogaster	Lactiplantibacillus	Bacillota
Drosophila melanogaster	Lactobacillus	Bacillota
Drosophila melanogaster	Listeria	Bacillota
Drosophila melanogaster	Photorhabdus	Pseudomonadota
Drosophila melanogaster	Saccharomyces	Ascomycota
Drosophila melanogaster	Spiroplasma	Mycoplasmatota
Drosophila melanogaster	Streptomyces	Actinomycetota
Drosophila melanogaster	Wolbachia	Pseudomonadota
Drosophila neotestacea	Spiroplasma	Mycoplasmatota
Drosophila simulans	Wolbachia	Pseudomonadota
Drosophila suzukii	Gluconobacter	Pseudomonadota
Drosophila suzukii	Klebsiella	Pseudomonadota
Drosophila suzukii	Komagataeibacter	Pseudomonadota
Drosophila suzukii	Wolbachia	Pseudomonadota
Drosophila melanogaster	Acetobacter	Pseudomonadota
Drosophila melanogaster	Beauveria	Ascomycota
Drosophila melanogaster	Lactobacillus	Bacillota
Dryocosmus kuriphilus	Aspergillus	Ascomycota
Dryocosmus kuriphilus	Botryosphaeria	Ascomycota
Dryocosmus kuriphilus	Diaporthe	Ascomycota
Dysdercus fasciatus	Coriobacterium	Actinomycetota
Dysdercus fasciatus	Gordonibacter	Actinomycetota
Dysmicoccus brevipes	Candidatus Tremblaya	Pseudomonadota
Ecitomorpha arachnoides	Rickettsia	Pseudomonadota
Edessa sp.	Pantoea	Pseudomonadota
Eldana saccharina	Fusarium	Ascomycota
Encarsia berlesei	Bacteroides	Bacteroidota
Encarsia citrina	Bacteroides	Bacteroidota
Encarsia hispida	Bacteroides	Bacteroidota
Encarsia formosa	Wolbachia	Pseudomonadota
Encarsia inaron	Wolbachia	Pseudomonadota
Encarsia pergandiella	Bacteroides	Bacteroidota
Encarsia pergandiella	Candidatus Cardinium	Bacteroidota
Endoclita signifer	Burkholderia	Pseudomonadota
Endoclita signifer	Enterococcus	Bacillota
Endoclita signifer	Microbacterium	Actinomycetota
Ephestia kuehniella	Enterococcus	Bacillota
Ephestia kuehniella	Wolbachia	Pseudomonadota
Epiphyas postvittana	Botrytis	Ascomycota
Episyrphus balteatus	Buchnera	Pseudomonadota
Episyrphus balteatus	Enterococcus	Bacillota
Episyrphus balteatus	Morganella	Pseudomonadota
Episyrphus balteatus	Proteus	Pseudomonadota
Episyrphus balteatus	Serratia	Pseudomonadota
Ericerus pela	Cladosporium	Ascomycota
Ericerus pela	Paraconiothyrium	Ascomycota
Eriopis connexa	Rickettsia	Pseudomonadota
Euchloe hecabe	Wolbachia	Pseudomonadota
Eumaeus atala	Pantoea	Pseudomonadota
Eumaeus atala	Serratia	Pseudomonadota
Eumaeus atala	Stenotrophomonas	Pseudomonadota
Eumenes decorates	Xanthomonas	Pseudomonadota
Euops chinensis	Penicillium	Ascomycota
Eurema hecabe	Wolbachia	Pseudomonadota
Eurema mandarina	Wolbachia	Pseudomonadota
Eurygaster integriceps	Enterococcus	Bacillota
Eurygaster integriceps	Pantoea	Pseudomonadota
Eurygaster integriceps	Spiroplasma	Mycoplasmatota
Euscelidius variegatus	Candidatus Karelsulcia	Bacteroidota
Euscelidius variegatus	Candidatus Nasuia	Pseudomonadota
Euscelidius variegatus	Candidatus Yamatotia	Pseudomonadota
Euscepes postfasciatus	Candidatus Nardonella	Pseudomonadota
Euwallacea fornicatus	Acremonium	Ascomycota
Euwallacea fornicatus	Fusarium	Ascomycota
Euwallacea fornicatus	Graphium	Ascomycota
Euwallacea fornicatus	Sarocladium	Ascomycota
Euwallacea perbrevis	Fusarium	Ascomycota
Exorista sorbillans	Wolbachia	Pseudomonadota
Eysarcoris ventralis	Spiroplasma	Mycoplasmatota
Ferrisia virgata	Candidatus Gullanella	Pseudomonadota
Ferrisia virgata	Candidatus Tremblaya	Pseudomonadota
Folsomia candida	Bacillus	Bacillota
Formica	Fructobacillus	Bacillota
Formica	Lactobacillus	Bacillota
Formica	Spiroplasma	Mycoplasmatota
Formica	Weissella	Bacillota
Formica	Wolbachia	Pseudomonadota
Formica exsecta	Burkholderia	Pseudomonadota
Formica exsecta	Wolbachia	Pseudomonadota
Fragariocoptes setiger	Agrobacterium	Pseudomonadota
Fragariocoptes setiger	Wolbachia	Pseudomonadota
Frankliniella intonsa	Pantoea	Pseudomonadota
Frankliniella intonsa	Wolbachia	Pseudomonadota
Frankliniella occidentalis	Erwinia	Pseudomonadota
Frankliniella occidentalis	Pantoea	Pseudomonadota
Franklinothrips vespiformis	Wolbachia	Pseudomonadota
Fulgoromorpha	Candidatus Vidania	Pseudomonadota
Galleria mellonella	Acinetobacter	Pseudomonadota
Galleria mellonella	Aspergillus	Ascomycota
Galleria mellonella	Bacillus	Bacillota
Galleria mellonella	Enterobacter	Pseudomonadota
Galleria mellonella	Escherichia	Pseudomonadota
Galleria mellonella	Metarhizium	Ascomycota
Galleria mellonella	Microbacterium	Actinomycetota
Galleria mellonella	Streptococcus	Bacillota
Geocoris proteus	Burkholderia	Pseudomonadota
Georgecraigius atropalpus	Acinetobacter	Pseudomonadota
Georgecraigius atropalpus	Aeromonas	Pseudomonadota
Georgecraigius atropalpus	Aquitalea	Pseudomonadota
Georgecraigius atropalpus	Chryseobacterium	Bacteroidota
Georgecraigius atropalpus	Microbacterium	Actinomycetota
Georgecraigius atropalpus	Paenibacillus	Bacillota
Globitermes sulphureus	Bacillus	Bacillota
Glossina	Wigglesworthia	Pseudomonadota
Glossina brevipalpis	Wigglesworthia	Pseudomonadota
Glossina fuscipes fuscipes	Spiroplasma	Mycoplasmatota
Glossina fuscipes fuscipes	Wigglesworthia	Pseudomonadota
Glossina morsitans	Sodalis	Pseudomonadota
Glossina morsitans	Wigglesworthia	Pseudomonadota
Glossina morsitans morsitans	Wigglesworthia	Pseudomonadota
Glossina mortisans submortisans	Rickettsia	Pseudomonadota
Glossina palpalis	Sodalis	Pseudomonadota
Glossina spp.	Klebsiella	Pseudomonadota
Glossina spp.	Rickettsia	Pseudomonadota
Glossina spp.	Sodalis	Pseudomonadota
Glossina spp.	Spiroplasma	Mycoplasmatota
Gnoriste bilineata	Rickettsia	Pseudomonadota
Gonipterus platensis	Serratia	Pseudomonadota
Gonipterus platensis	Vairimorpha	Other
Gossyparia spuria	Burkholderia	Pseudomonadota
Graphium doson	Rickettsia	Pseudomonadota
Graphocephala atropunctata	Candidatus Karelsulcia	Bacteroidota
Graphocephala atropunctata	Candidatus Palibaumannia	Pseudomonadota
Graphocephala coccinea	Candidatus Karelsulcia	Bacteroidota
Graphocephala coccinea	Candidatus Palibaumannia	Pseudomonadota
Graphocephala coccinea	Sodalis	Pseudomonadota
Grapholita molesta	Pantoea	Pseudomonadota
Graphosoma Lineatum	Erwinia	Pseudomonadota
Graphosoma Lineatum	Pantoea	Pseudomonadota
Graptostethus servus	Burkholderia	Pseudomonadota
Greenisca brachypodii	Candidatus Kotejella	Pseudomonadota
Habrobracon hebetor	Wolbachia	Pseudomonadota
Halyomorpha halys	Pantoea	Pseudomonadota
Harmonia axyridis	Hesperomyces	Ascomycota
Harmonia axyridis	Spiroplasma	Mycoplasmatota
Harmonia axyridis	Staphylococcus	Bacillota
Harpalus pensylvanicus	Enterococcus	Bacillota
Harpalus sinicus	Micromonospora	Actinomycetota
Helicoverpa armigera	Acinetobacter	Pseudomonadota
Helicoverpa armigera	Bacillus	Bacillota
Helicoverpa armigera	Buchnera	Pseudomonadota
Helicoverpa armigera	Corynebacterium	Actinomycetota
Helicoverpa armigera	Enterobacter	Pseudomonadota
Helicoverpa armigera	Enterococcus	Bacillota
Helicoverpa armigera	Glutamicibacter	Actinomycetota
Helicoverpa armigera	Klebsiella	Pseudomonadota
Helicoverpa armigera	Priestia	Bacillota
Helicoverpa armigera	Serratia	Pseudomonadota
Helicoverpa zea	Enterobacter	Pseudomonadota
Helicoverpa zea	Enterococcus	Bacillota
Hemideina maori	Fusarium	Ascomycota
Hemideina maori	Mortierella	Other
Hemideina maori	Pseudomonas	Pseudomonadota
Hermetia illucens	Actinomyces	Actinomycetota
Hermetia illucens	Arsenophonus	Pseudomonadota
Hermetia illucens	Arthrobacter	Actinomycetota
Hermetia illucens	Bacillus	Bacillota
Hermetia illucens	Citrobacter	Pseudomonadota
Hermetia illucens	Dysgonomonas	Bacteroidota
Hermetia illucens	Enterococcus	Bacillota
Heterapoderopsis bicallosicollis	Aspergillus	Ascomycota
Heterapoderopsis bicallosicollis	Cladosporium	Ascomycota
Heterapoderopsis bicallosicollis	Penicillium	Ascomycota
Hierodula patellifera	Serratia	Pseudomonadota
Hishimonoides sellatiformis	Wolbachia	Pseudomonadota
Hishimonus sellatus	Wolbachia	Pseudomonadota
Homalodisca vitripennis	Candidatus Karelsulcia	Bacteroidota
Homalodisca vitripennis	Wolbachia	Pseudomonadota
Homalotylus sp.	Wolbachia	Pseudomonadota
Homoeocerus dilatatus	Burkholderia	Pseudomonadota
Homoeocerus marginiventris	Burkholderia	Pseudomonadota
Homoeocerus unipunctatus	Burkholderia	Pseudomonadota
Homona magnanima	Spiroplasma	Mycoplasmatota
Homona magnanima	Staphylococcus	Bacillota
Homona magnanima	Streptococcus	Bacillota
Homona magnanima	Wolbachia	Pseudomonadota
Hoplothrips carpathicus	Tsukamurella	Actinomycetota
Hoplothrips carpathicus	Wolbachia	Pseudomonadota
Horridipamera inconspicua	Burkholderia	Pseudomonadota
Horridipamera nietneri	Burkholderia	Pseudomonadota
Hyalesthes obsoletus	Candidatus Vidania	Pseudomonadota
Hygia lativentris	Burkholderia	Pseudomonadota
Hygia opaca	Burkholderia	Pseudomonadota
Hyles euphorbiae	Curtobacterium	Actinomycetota
Hyles euphorbiae	Enterococcus	Bacillota
Hyles euphorbiae	Gordonia	Pseudomonadota
Hyles euphorbiae	Nocardioides	Actinomycetota
Hypera postica	Wolbachia	Pseudomonadota
Hyphantria cunea	Bacteroides	Bacteroidota
Hyphantria cunea	Blautia	Bacillota
Hyphantria cunea	Coprococcus	Bacillota
Hyphantria cunea	Enterococcus	Bacillota
Hypolimnas bolina	Wolbachia	Pseudomonadota
Hypothenemus hampei	Acinetobacter	Pseudomonadota
Hypothenemus hampei	Bacillus	Bacillota
Hypothenemus hampei	Delftia	Pseudomonadota
Hypothenemus hampei	Enterococcus	Bacillota
Hypothenemus hampei	Erwinia	Pseudomonadota
Hypothenemus hampei	Klebsiella	Pseudomonadota
Hypothenemus hampei	Kosakonia	Pseudomonadota
Hypothenemus hampei	Lactococcus	Bacillota
Hypothenemus hampei	Leuconostoc	Bacillota
Hypothenemus hampei	Paenibacillus	Bacillota
Hypothenemus hampei	Pantoea	Pseudomonadota
Hypothenemus hampei	Pseudomonas	Pseudomonadota
Hypothenemus hampei	Stenotrophomonas	Pseudomonadota
Ibalia leucospoides	Amylostereum	Basidiomycota
Icerya aegyptiaca	Candidatus Walczuchella	Bacteroidota
Ips paraconfusus	Leptographium	Ascomycota
Ips pini	Enterobacter	Pseudomonadota
Ips pini	Erwinia	Pseudomonadota
Ips pini	Serratia	Pseudomonadota
Ips sp.	Rickettsia	Pseudomonadota
Ips sp.	Sodalis	Pseudomonadota
Ips sp.	Wolbachia	Pseudomonadota
Ips typographus	Cryptococcus	Basidiomycota
Ips typographus	Cylindrobasidium	Basidiomycota
Ips typographus	Endoconidiophora	Ascomycota
Ips typographus	Grosmannia	Ascomycota
Ips typographus	Kuraishia	Ascomycota
Ips typographus	Nakazawaea	Ascomycota
Ips typographus	Ogataea	Ascomycota
Ips typographus	Ophiostoma	Ascomycota
Ips typographus	Pseudomonas	Pseudomonadota
Ips typographus	Wickerhamomyces	Ascomycota
Jalysus wickhami	Caballeronia	Pseudomonadota
Kaburagia rhusicola	Wolbachia	Pseudomonadota
Karenia caelatata	Candidatus Karelsulcia	Bacteroidota
Kleidocerys resedae	Candidatus Kleidoceria	Pseudomonadota
Labidopullus appendiculatus	Rickettsia	Pseudomonadota
Lachninae	Buchnera	Pseudomonadota
Lachninae	Candidatus Fukatsuia	Pseudomonadota
Lachninae	Candidatus Hamiltonella	Pseudomonadota
Lachninae	Erwinia	Pseudomonadota
Lachninae	Serratia	Pseudomonadota
Lagria hirta	Burkholderia	Pseudomonadota
Lagria villosa	Burkholderia	Pseudomonadota
Laodelphax striatellus	Pantoea	Pseudomonadota
Laodelphax striatellus	Spiroplasma	Mycoplasmatota
Laodelphax striatellus	Wickerhamomyces	Ascomycota
Laodelphax striatellus	Wolbachia	Pseudomonadota
Lariophagus distinguendus	Spiroplasma	Mycoplasmatota
Lasioderma serricorne	Symbiotaphrina	Ascomycota
Ledra auditura	Ophiocordyceps	Ascomycota
Ledropsis discolor	Ophiocordyceps	Ascomycota
Lepidiota mansueta	Citrobacter	Pseudomonadota
Leptinotarsa decemlineata	Acinetobacter	Pseudomonadota
Leptinotarsa decemlineata	Citrobacter	Pseudomonadota
Leptinotarsa decemlineata	Enterobacter	Pseudomonadota
Leptinotarsa decemlineata	Microbacterium	Actinomycetota
Leptinotarsa decemlineata	Micrococcus	Actinomycetota
Leptinotarsa decemlineata	Pantoea	Pseudomonadota
Leptinotarsa decemlineata	Proteus	Pseudomonadota
Leptinotarsa decemlineata	Pseudomonas	Pseudomonadota
Leptinotarsa decemlineata	Raoultella	Pseudomonadota
Leptinotarsa decemlineata	Sphingobacterium	Bacteroidota
Leptinotarsa decemlineata	Stenotrophomonas	Pseudomonadota
Leptocorisa acuta	Burkholderia	Pseudomonadota
Leptocorisa chinensis	Burkholderia	Pseudomonadota
Leptocorisa oratoria	Burkholderia	Pseudomonadota
Leptocybe invasa	Bacteroides	Bacteroidota
Leptocybe invasa	Rickettsia	Pseudomonadota
Leptoglossus australis	Burkholderia	Pseudomonadota
Leptoglossus phyllopus	Burkholderia	Pseudomonadota
Leptoglossus zonatus	Burkholderia	Pseudomonadota
Leptoglossus zonatus	Caballeronia	Pseudomonadota
Leptura ochraceofasciata	Scheffersomyces	Ascomycota
Lethaeus assamensis	Burkholderia	Pseudomonadota
Limnogonus franciscanus	Wolbachia	Pseudomonadota
linachtus bicoloripes	Burkholderia	Pseudomonadota
Liometopum apiculatum	Bacillus	Bacillota
Liometopum apiculatum	Burkholderia	Pseudomonadota
Liometopum apiculatum	Pseudomonas	Pseudomonadota
Liometopum apiculatum	Serratia	Pseudomonadota
Liometopum apiculatum	Weissella	Bacillota
Lipoptena cervi	Arsenophonus	Pseudomonadota
Lissorhoptrus oryzophilus	Bacillus	Bacillota
Lissorhoptrus oryzophilus	Candidatus Nardonella	Pseudomonadota
Lissorhoptrus oryzophilus	Enterobacter	Pseudomonadota
Lissorhoptrus oryzophilus	Enterococcus	Bacillota
Lissorhoptrus oryzophilus	Pantoea	Pseudomonadota
Lissorhoptrus oryzophilus	Wolbachia	Pseudomonadota
Listrus sp.	Candidatus Dasytiphilus	Pseudomonadota
Llaveia axin axin	Candidatus Walczuchella	Bacteroidota
Lobesia botrana	Wolbachia	Pseudomonadota
Locusta migratoria	Klebsiella	Pseudomonadota
Locusta migratoria	Metarhizium	Ascomycota
Loxoblemmus angulatus	Wolbachia	Pseudomonadota
Loxoblemmus doenitzi	Wolbachia	Pseudomonadota
Loxoblemmus jacobsoni	Wolbachia	Pseudomonadota
Loxoblemmus montanus	Wolbachia	Pseudomonadota
Loxoblemmus sp.	Wolbachia	Pseudomonadota
Loxoblemmus taicoun	Wolbachia	Pseudomonadota
Lutzomyia evansi	Candidatus Cardinium	Bacteroidota
Lutzomyia evansi	Methylobacterium	Pseudomonadota
Lutzomyia evansi	Wolbachia	Pseudomonadota
Lycoriella ingenua	Agaricus	Basidiomycota
Lyctus brunneus	Candidatus Shikimatogenerans	Bacteroidota
Lymantria dispar	Acinetobacter	Pseudomonadota
Lymantria dispar	Melampsora	Basidiomycota
Lymantria dispar asiatica	Lactobacillus	Bacillota
Lysiphlebus fabarum	Candidatus Hamiltonella	Pseudomonadota
Maconellicoccus australiensis	Candidatus Tremblaya	Pseudomonadota
Maconellicoccus hirsutus	Candidatus Doolittlea	Pseudomonadota
Maconellicoccus hirsutus	Candidatus Tremblaya	Pseudomonadota
Macroplea appendiculata	Candidatus Macropleicola	Pseudomonadota
Macroplea mutica	Candidatus Macropleicola	Pseudomonadota
Macrosiphum euphorbiae	Buchnera	Pseudomonadota
Macrosiphum euphorbiae	Candidatus Hamiltonella	Pseudomonadota
Macrosteles quadrilineatus	Candidatus Karelsulcia	Bacteroidota
Macrosteles quadrilineatus	Candidatus Nasuia	Pseudomonadota
Macrosteles sexnotatus	Candidatus Karelsulcia	Bacteroidota
Macrosteles sexnotatus	Candidatus Nasuia	Pseudomonadota
Macrosteles striifrons	Candidatus Karelsulcia	Bacteroidota
Macrosteles striifrons	Candidatus Nasuia	Pseudomonadota
Macrotermes natalensis	Pantoea	Pseudomonadota
Macrotermes natalensis	Termitomyces	Basidiomycota
Maculinea alcon	Serratia	Pseudomonadota
Maiestas dorsalis	Candidatus Karelsulcia	Bacteroidota
Maiestas dorsalis	Candidatus Nasuia	Pseudomonadota
Malcus japonicus	Burkholderia	Pseudomonadota
Manduca sexta	Escherichia	Pseudomonadota
Manduca sexta	Photorhabdus	Pseudomonadota
Mastotermes darwiniensis	Blattabacterium	Bacteroidota
Maximus mimosae	Klebsiella	Pseudomonadota
Mayetiola destructor	Wolbachia	Pseudomonadota
Megacopta punctatissima	Candidatus Ishikawella	Pseudomonadota
Megacopta punctatissima	Candidatus Ishikawaella	Pseudomonadota
Megalotomus costalis	Burkholderia	Pseudomonadota
Meimuna mongolica	Candidatus Karelsulcia	Bacteroidota
Melanaphis bambusae	Acinetobacter	Pseudomonadota
Melanaphis bambusae	Agrobacterium	Pseudomonadota
Melanaphis bambusae	Buchnera	Pseudomonadota
Melanaphis bambusae	Chryseobacterium	Bacteroidota
Melanaphis bambusae	Cladosporium	Ascomycota
Melanaphis bambusae	Comamonas	Pseudomonadota
Melanaphis bambusae	Delftia	Pseudomonadota
Melanaphis bambusae	Erwinia	Pseudomonadota
Melanaphis bambusae	Flavobacterium	Bacteroidota
Melanaphis bambusae	Fusarium	Ascomycota
Melanaphis bambusae	Helicobacter	Other
Melanaphis bambusae	Klebsiella	Pseudomonadota
Melanaphis bambusae	Meyerozyma	Ascomycota
Melanaphis bambusae	Moesziomyces	Basidiomycota
Melanaphis bambusae	Pantoea	Pseudomonadota
Melanaphis bambusae	Penicillium	Ascomycota
Melanaphis bambusae	Pseudomonas	Pseudomonadota
Melanaphis bambusae	Serratia	Pseudomonadota
Melanaphis bambusae	Sphingobacterium	Bacteroidota
Melanaphis bambusae	Staphylococcus	Bacillota
Melanaphis bambusae	Stenotrophomonas	Pseudomonadota
Melanaphis sacchari	Buchnera	Pseudomonadota
Melanaphis sacchari	Escherichia	Pseudomonadota
Melanaphis sacchari	Salmonella	Pseudomonadota
Melanaphis sacchari	Wolbachia	Pseudomonadota
Melanococcus albizziae	Candidatus Tremblaya	Pseudomonadota
Melolontha hippocastani	Burkholderia	Pseudomonadota
Melolontha hippocastani	Trabulsiella	Pseudomonadota
Melolontha melolontha	Pseudomonas	Pseudomonadota
Melophagus ovinus	Arsenophonus	Pseudomonadota
Menacanthus eurysternus	Wolbachia	Pseudomonadota
Menecleonus virgatus	Citrobacter	Pseudomonadota
Menecleonus virgatus	Klebsiella	Pseudomonadota
Messor structor	Streptomyces	Actinomycetota
Metapocyrtus yonagunianus	Candidatus Nardonella	Pseudomonadota
Metatropis rufescens	Burkholderia	Pseudomonadota
Metochus abbreviatus	Burkholderia	Pseudomonadota
Metopolophium dirhodum	Candidatus Hamiltonella	Pseudomonadota
Metrioptera engelhardti	Lactobacillus	Bacillota
Mitius minor	Wolbachia	Pseudomonadota
Molipteryx fuliginosa	Burkholderia	Pseudomonadota
Monochamus alternatus	Enterobacter	Pseudomonadota
Monochamus alternatus	Lactococcus	Bacillota
Monochamus alternatus	Pseudomonas	Pseudomonadota
Monochamus alternatus	Raoultella	Pseudomonadota
Monochamus alternatus	Serratia	Pseudomonadota
Monochamus galloprovincialis	Halomonas	Pseudomonadota
Monochamus galloprovincialis	Pseudomonas	Pseudomonadota
Monochamus galloprovincialis	Vibrio	Pseudomonadota
mud dauber wasp	Streptomyces	Actinomycetota
Multiple species	Bacillus	Bacillota
Multiple species	Burkholderia	Pseudomonadota
Multiple species	Candidatus Arthromitus	Bacillota
Multiple species	Candidatus Megaera	Pseudomonadota
Multiple species	Candidatus Nardonella	Pseudomonadota
Multiple species	Candidatus Shikimatogenerans	Bacteroidota
Multiple species	Candidatus Stammera	Pseudomonadota
Multiple species	Pseudomonas	Pseudomonadota
Musca altica	Candida	Ascomycota
Musca altica	Myroides	Bacteroidota
Musca altica	Providencia	Pseudomonadota
Musca altica	Trichosporon	Basidiomycota
Musca domestica	Apibacter	Bacteroidota
Musca domestica	Klebsiella	Pseudomonadota
Musca domestica	Ochrobactrum	Pseudomonadota
Muscidae	Enterobacter	Pseudomonadota
Muscidae	Escherichia	Pseudomonadota
Muscidae	Klebsiella	Pseudomonadota
Muscidae	Pectobacterium	Pseudomonadota
Muscidae	Psychrobacter	Pseudomonadota
Muscidae	Wolbachia	Pseudomonadota
Muscidifurax uniraptor	Wolbachia	Pseudomonadota
Mycetarotes parallelus	Pseudonocardia	Actinomycetota
Mycetophylax morschi	Pseudonocardia	Actinomycetota
Mycocepurus smithii	Pseudonocardia	Actinomycetota
Myrmeleon bore	Klebsiella	Pseudomonadota
Myzocallis asclepiadis	Arsenophonus	Pseudomonadota
Myzocallis asclepiadis	Buchnera	Pseudomonadota
Myzus persicae	Brevibacterium	Actinomycetota
Myzus persicae	Buchnera	Pseudomonadota
Myzus persicae	Candidatus Regiella	Pseudomonadota
Myzus persicae	Curtobacterium	Actinomycetota
Myzus persicae	Exiguobacterium	Bacillota
Myzus persicae	Metabacillus	Bacillota
Myzus persicae	Methylorubrum	Pseudomonadota
Myzus persicae	Microbacterium	Actinomycetota
Myzus persicae	Pseudomonas	Pseudomonadota
Myzus persicae	Rickettsiella	Pseudomonadota
Myzus persicae	Selenomonas	Bacillota
Myzus persicae	Sphingomonas	Pseudomonadota
Nasonia giraulti	Wolbachia	Pseudomonadota
Nasonia vitripennis	Arsenophonus	Pseudomonadota
Nasonia vitripennis	Providencia	Pseudomonadota
Nasonia vitripennis	Wolbachia	Pseudomonadota
Nasutitermes	Metschnikowia	Ascomycota
Nasutitermes corniger	Penicillium	Ascomycota
Nasutitermes corniger	Scedosporium	Ascomycota
Nasutitermes corniger	Thelonectria	Ascomycota
Nasutitermes takasagoensis	Enterobacter	Pseudomonadota
Neoceratitis asiatica	Wolbachia	Pseudomonadota
Neohaematopinus pacificus	Candidatus Lightella	Pseudomonadota
Neohaemonia nigricornis	Candidatus Macropleicola	Pseudomonadota
Neolethaeus dallasi	Burkholderia	Pseudomonadota
Neophilaenus campestris	Rickettsia	Pseudomonadota
Neotibicen canicularis	Candidatus Karelsulcia	Bacteroidota
Nephotettix cincticeps	Candidatus Karelsulcia	Bacteroidota
Nephotettix cincticeps	Candidatus Nasuia	Pseudomonadota
Nephotettix cincticeps	Rickettsia	Pseudomonadota
Nezara viridula	Enterococcus	Bacillota
Nezara viridula	Pantoea	Pseudomonadota
Nezara viridula	Serratia	Pseudomonadota
Nezara viridula	Sodalis	Pseudomonadota
Nezara viridula	Yokenella	Pseudomonadota
Nicrophorus concolor	Mycobacterium	Actinomycetota
Nicrophorus vespilloides	Serratia	Pseudomonadota
Nicrophorus vespilloides	Yarrowia	Ascomycota
Nilaparvata lugens	Acinetobacter	Pseudomonadota
Nilaparvata lugens	Arsenophonus	Pseudomonadota
Nilaparvata lugens	Burkholderia	Pseudomonadota
Nilaparvata lugens	Candida	Ascomycota
Nilaparvata lugens	Hirsutella	Ascomycota
Nilaparvata lugens	Ophiocordyceps	Ascomycota
Nilaparvata lugens	Polycephalomyces	Ascomycota
Nilaparvata lugens	Pseudomonas	Pseudomonadota
Nilaparvata lugens	Serratia	Pseudomonadota
Nilaparvata lugens	Wolbachia	Pseudomonadota
Notobitus meleagris	Burkholderia	Pseudomonadota
Notosacantha	Candidatus Stammera	Pseudomonadota
Novius pumilus	Lactococcus	Bacillota
Nycteribia kolenatii	Arsenophonus	Pseudomonadota
Nysius plebeius	Burkholderia	Pseudomonadota
Nysius sp.	Candidatus Schneideria	Pseudomonadota
Octodonta nipae	Wolbachia	Pseudomonadota
Odoiporus longicollis	Candidatus Nardonella	Pseudomonadota
Odontotaenius disjunctus	Lactococcus	Bacillota
Odontotaenius disjunctus	Paludibacter	Bacteroidota
Odontotaenius disjunctus	Streptomyces	Actinomycetota
Odontotaenius disjunctus	Turicibacter	Bacillota
Odontotermes obesus	Pseudomonas	Pseudomonadota
Oecophylla smaragdina	Formicincola	Pseudomonadota
Oecophylla smaragdina	Neokomagataea	Pseudomonadota
Oecophylla smaragdina	Oecophyllibacter	Pseudomonadota
Oligia apameoides	Acinetobacter	Pseudomonadota
Oligia apameoides	Klebsiella	Pseudomonadota
Oligia apameoides	Serratia	Pseudomonadota
Oligia apameoides	Sphingomonas	Pseudomonadota
Ommatissus lybicus	Arsenophonus	Pseudomonadota
Ommatissus lybicus	Candidatus Karelsulcia	Bacteroidota
Oncopeltus nigriceps	Burkholderia	Pseudomonadota
Oomyzus scaposus	Wolbachia	Pseudomonadota
Oreina cacaliae	Wolbachia	Pseudomonadota
Orseolia oryzae	Pseudomonas	Pseudomonadota
Orseolia oryzae	Wolbachia	Pseudomonadota
Oryctes rhinoceros	Bacillus	Bacillota
Oryctes rhinoceros	Candida	Ascomycota
Oryctes rhinoceros	Citrobacter	Pseudomonadota
Oryctes rhinoceros	Comamonas	Pseudomonadota
Oryctes rhinoceros	Diaphorobacter	Pseudomonadota
Oryctes rhinoceros	Klebsiella	Pseudomonadota
Oryctes rhinoceros	Kluyvera	Pseudomonadota
Oryctes rhinoceros	Lactococcus	Bacillota
Oryctes rhinoceros	Lysinibacillus	Bacillota
Oryctes rhinoceros	Pseudomonas	Pseudomonadota
Oryctes rhinoceros	Spathaspora	Ascomycota
Oryctes rhinoceros	Staphylococcus	Bacillota
Oryctes rhinoceros	Streptomyces	Actinomycetota
Oryctes rhinoceros	Trichoderma	Ascomycota
Oryzaephilus surinamensis	Bacteroides	Bacteroidota
Oryzaephilus surinamensis	Candidatus Shikimatogenerans	Bacteroidota
Oryzaephilus surinamensis	Cladosporium	Ascomycota
Osmia bicornis	Acidimonas	Pseudomonadota
Osmia bicornis	Bacillus	Bacillota
Osmia bicornis	Burkholderia	Pseudomonadota
Osmia bicornis	Craurococcus	Pseudomonadota
Osmia bicornis	Diaphorobacter	Pseudomonadota
Osmia bicornis	Duganella	Pseudomonadota
Osmia bicornis	Massilia	Pseudomonadota
Osmia bicornis	Saccharibacter	Pseudomonadota
Osmia bicornis	Tanticharoenia	Pseudomonadota
Osmia bicornis	Variovorax	Pseudomonadota
Osmia cornifrons	Delftia	Pseudomonadota
Osmia cornifrons	Microbacterium	Actinomycetota
Osmia cornifrons	Pseudomonas	Pseudomonadota
Osphranteria coerulescens	Bacillus	Bacillota
Ostrinia furnacalis	Wolbachia	Pseudomonadota
Ostrinia nubilalis	Acinetobacter	Pseudomonadota
Ostrinia nubilalis	Microbacterium	Actinomycetota
Ostrinia nubilalis	Micrococcus	Actinomycetota
Ostrinia zaguliaevi	Spiroplasma	Mycoplasmatota
Otiorhynchus sulcatus	Candidatus Nardonella	Pseudomonadota
Oulema melanopus	Lactococcus	Bacillota
Oulema melanopus	Pantoea	Pseudomonadota
Oulema melanopus	Pseudomonas	Pseudomonadota
Oulema melanopus	Rickettsia	Pseudomonadota
Oulema melanopus	Wolbachia	Pseudomonadota
